unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B00009KAPX:one-third_the_features_for_three-quarters_of_the_price:d._powell,B00009KAPX,Belkin Auto Kit for iPod: Electronics,electronics,12 of 26,1.0,One-third the features for three-quarters of the price,"December 13, 2005",D. Powell,"Pennsylvania, USA","My wife bought this as a gift for me, thinking that it included an FM tuner. For ten dollars more, she could have purchased a product that does everything this one does (it is essentially a $35 car charger) plus the tuner.  If you want to use this product to actually listen to your iPod in your car, you'll need to purchase yet another device: either the cassette adapter (old school! part F8V366-APL) or the FM transmitter (part F8V367-APL).  Either one connects through a jack in the side of this unit.  The FM transmitter is another $40 (you're now $20-30 over what the Monster iCarPlay, which does all of the above, would have cost you)...and, surprise!  The transmitter takes AAA batteries!  There's no way to power the transmitter through the Auto Kit.  To power the FM transmitter without batteries, you must purchase yet a third accessory, the ""Mobile Power Cord for iPod"" (F8V7067-APL, just $15!)...except your car's power plug is occupied by the Auto Kit, so you'll need to buy a twin-plug adapter for that.

Are we having fun yet?  I'm not, and am wishing I'd skipped all this nonsense and just purchased the iCarPlay in the first place"
B00001RME1:just_did_not_work!:,B00001RME1,Invent It! Iron-On Transfers: Electronics,electronics,2 of 3,1.0,Just did not work!,"June 12, 2001",,,"I am the owner of a home day care and I had all of the kids bring in T-shirts so that we could all create our own unique father's day gifts with these iron-on transfers. When I say that I followed the directions Precisely I am not fooling! I was so concerned about slip ups that I made sure I followed the directions to the letter, but every time I tried to pull off the cooled transfer paper off came half of the design and the rest styed on the paper! Very disappointing"
B000BK2ERQ:bad_luck_or_low_quality_product??:cristian,B000BK2ERQ,RCA Lyra RD2317FM 1 GB Digital Audio Player with FM Transmitter: Electronics,electronics,2 of 3,2.0,Bad luck or low quality product??,"August 9, 2006",Cristian,"Sierra Vista, AZ USA","Very bad start, bad point for Amazon. I wanted to get a good quality device and that is the reason I chose buying from Amazon even it was more expensive than other sites. 
I just turned on the device and tried to search for broadcasts. It was like all the radios in US were shut down or at least in my region. By mistake I filliped the device and surprise: the device started receiving radio signal. After that everything seemed to be OK but some strange noise in headphones.   
Cons: failure/malfunctioning while operating the radio.
Pros: 	- great sound (with other than manufacturer provided headphones);
	- long operating time using rechargeable battery;
	- excellent expandable via SD cards feature;
	- I love the flip display capability.
I really love that device because of its features and I hope it was only my mischance getting a damaged one. However I requested Amazon the replacement of the device instead of reimbursement. I also already advised some friends to buy that device.
As a good point for Amazon, the very fast answer when I requested the replacement of the device. 
I will come back with updates after I receive the replacement. Hope a good one next time.
Thank you Amazon Team.

Coming back after receiving the replacement device.
First of all it was a very good idea buying Amazon fulfilled products even it was a bit more expensive than other sellers. The replacement came faster than the product. Excellent Amazon Team and very professional. It's a pleasure doing business with you.
The device works perfectly. 
Really a device you must have. 
More than that, my friends I recommended the mp3 player are very happy with their new acquisition.  They were luckier than me. 
5 Stars for the product now."
"B000BB80TQ:wish_i_had_done_more_research:angela_markwalter_""1abm""",B000BB80TQ,Apple MA072G/A Dock for iPod Nano 1st Generation: Electronics,electronics,31 of 33,2.0,Wish I had done more research,"January 28, 2006","Angela Markwalter ""1abm""","Dacula, GA USA","Yeah, the Nano Dock is useful; however, be aware that it comes with NO cords whatsoever. This means that you have to purchase yet another accessory for it to be of any practical use. BOO Apple! There is absolutely no excuse for following in the footsteps of Microsoft"
B0001OTBUK:images_heavily_out_of_focus_despite_adjustment_-_returning:j._hammerschmidt,B0001OTBUK,Labtec WebCam Pro: Electronics,electronics,,1.0,images heavily out of focus despite adjustment - returning,"October 7, 2006",J. Hammerschmidt,"Mountain View, CA","Just got this camera in the mail as a birthday present. Installing the software was easy, but unfortunately the camera is essentially broken. It is only (somewhat) in-focus for items about 1 inch away. Adjusting the focus ring doesn't help, so this camera's build seems to be defective. My brother bought the same camera and it doesn't seem to have the same problem. Anyway, returning mine."
B0000CEPE8:too_many_problems:wireless-less,B0000CEPE8,"D-Link DWL-G120 Wireless USB Adapter, 802.11g, 54Mbps: Electronics",electronics,1 of 2,1.0,Too many problems,"August 22, 2006",Wireless-less,"Philadelphia, Pa United States","I had a D-link USB adaptor before which was really good, but was old.  I upgraded to a wireless G Linksys USB adaptor, but I was supplied with old goods (a Linksys sales manager confirmed that), so I sent that back.  I thought I'd try D-Link again.  Bad move.  First, I tried to upgrade the drivers.  My current version was 1.0.5.0.  I downloaded the version 1.12 from D-Link's site.  After uninstalling and reinstalling (several times) I still had 1.0.5.0.  An hour and a half on the phone with D-Link tech support and I still had 1.0.5.0.  Another hour on Google, and I'm not the only one with this issue.  Seems to be a version-control issue with D-Link.  Then, even more irritating, every time after I use my wired connection and go back to wireless I have to reinstall the drivers and reboot.  And re-enter all my security info again.  (I believe this has something to do with using a different USB port from the last time, but whatever the reason, it's unacceptable).  This adaptor's going back too.  Don't know what I'll try next."
B00004Z0C7:long_cord_didn't_work:ontheroad,B00004Z0C7,Maxell HP20 Headphone Extension Cord with Adapters: Electronics,electronics,3 of 4,1.0,Long cord didn't work,"March 19, 2005",OnTheRoad,"Denver, CO","The long cord simply didn't work. I returned it to Maxell, using the address on the back of the package, and had the product returned to me because the facility has closed. I've spent almost $5 trying to return an $8 product."
"B0009RKL5S:tdk_branded,_not_made_by_tdk:wannabe_patent_lawyer",B0009RKL5S,TDK Electronics 4.7GB/16x DVD-R (100-Pack Spindle): Electronics,electronics,0 of 1,1.0,"TDK Branded, not made by TDK","November 12, 2006",wannabe_patent_lawyer,,"These discs are not really TDK - they are low-quality discs branded and priced as TDK.  
I have a Samsung S182M DVD Burner and it will not recognize these discs at all.  It just spins them around and around forever.  The one time I got it to recognize one of these, it reported that it was Media ID Daxon0016s.  Avoid these."
B00004Z6BJ:terrible_network_card_:stefan,B00004Z6BJ,Netgear FA311 TX 10/100 Ethernet Card: Electronics,electronics,6 of 7,1.0,Terrible network card,"September 5, 2005",Stefan,PA,"SUCKS I had this right form the start with my compaq 7970 which is amd k7 processor and has the via chipset.  The computer seemed to work for a while or at least had few errors when I first used it but I guess that was when I had windows 98 for 2 years. When I upgraded to windows XP it just got terrible I had frequent blue screens and errors. I thought it was my video card or my ram or Irq sharing tried all that didn't seem to be it.  Eventually I was wrong it was this card as mentioned before by others apparently it does not like some amount of internet use and when the card gets stuck it shuts down and windows xp just says error or points to the video card or irq sharing ot page fault in non page area as the problem.  The card was the problem buy another card other than fa310,fa311 the one I have and fa312 even if you have intel or something else I would not waist my money on this card it will probably give you problems down the road.  I have tried updates from [...] and updating my ram and video card  have checked my irqs and reformating hard drive none worked. I put in a 3 com card I bought a few years before this computer and wow no crashes that other computer is now wirelessly connected to my home network"
B00004Z6BJ:ahhh!_its_horrible!:joe_shmoe,B00004Z6BJ,Netgear FA311 TX 10/100 Ethernet Card: Electronics,electronics,2 of 5,1.0,AHHH! its horrible!,"May 5, 2005",Joe Shmoe,USA,"Please! for the love of god! do not buy this product! it is absolutly horrible. i'll admit that since i bought my computer and go this card back in 2002, i hadn't had problems until the past few months. i play an online game - a MMORPG - and after every time the game is updated and i have to install the updates i am unable to log onto the game! it freezes up, and either makes my computer crash or destroys my internet connections, forcing me to restart. as you can imagine, this gets rather frustrating, and if you play MMORPGs, you can see how it is even more frustrating. i am currently running XP home edition. i beg you, DO NOT BUY THIS ETHERNET CARD JUST BECAUSE IT IS THE CHEAPEST ONE OUT THERE! you get what you pay for! now i'm off to buy a new one"
B00003CWDT:product_application:bob,B00003CWDT,Monster PC700 Computer PowerCenter� with Surge Protection: Electronics,electronics,10 of 13,2.0,Product application,"May 7, 2004",Bob,USA,The photo on the Target website shows a cable input/output for cable protection. The unit arrived with a phone line input/output-not much help for those expecting protection on their cable line
